id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.committeeMember,dc.contributor.department,dc.contributor.majorProfessor,dc.date,dc.date.accessioned,dc.date.available,dc.date.copyright,dc.date.embargo,dc.date.issued,dc.date.updated,dc.description,dc.description.abstract,dc.description.comments,dc.description.embargoterms,dc.description.provenance[en],dc.format.mimetype,dc.identifier,dc.identifier.articleid,dc.identifier.contextkey,dc.identifier.doi,dc.identifier.orcid,dc.identifier.other,dc.identifier.s3bucket,dc.identifier.studentid,dc.identifier.submissionpath,dc.identifier.uri,dc.language.iso,dc.language.rfc3066,dc.publisher,dc.relation.hasversion,dc.relation.ispartofseries,dc.relation.isversionof,dc.rights,dc.rights.holder,dc.rights.uri[*],dc.rights[*],dc.source.bitstream,dc.source.uri,dc.source.uri[*],dc.subject.disciplines,dc.subject.disciplines[en_US],dc.subject.keywords,dc.subject.keywords[en_US],dc.supplemental.bitstream,dc.title,dc.type,dc.type.genre,dc.type.genre[en_US],dc.type[en_US],dspace.entity.type,relation.hasVersion,relation.isAuthorOfPublication,relation.isOrgUnitOfPublication,relation.isSeriesOfPublication,relation.isVersionOf,thesis.degree.department,thesis.degree.discipline,thesis.degree.discipline[en_US],thesis.degree.grantor[en_US],thesis.degree.level,thesis.degree.level[$],thesis.degree.name,thesis.degree.name[en_US]
79f9e18e-0967-4e42-992b-d8f8d72366c8,20.500.12876/5,Wensheng Zhang,"Bai, Rui",,Department of Computer Science::virtual::120913::600,,2018-08-11T07:12:49.000,2020-06-30T03:01:26Z,2020-06-30T03:01:26Z,Fri Jan 01 00:00:00 UTC 2016,1/1/2001,1/1/2016,,,"<p>The wireless sensor network (WSN), once deployed, is usually expected to operate for months even years. In the WSN, each individual sensor node is typically equipped with small batteries which offer only a limited amount of energy. Hence, numerous energy-efficiency schemes have been developed for the WSN, aiming to help the WSN to achieve long lifetime under the stringent constraint of energy supply. These energy-efficiency schemes can reduce energy consumption, but they cannot address the issue of unbalanced energy consumption and energy replenishment in the WSN. In practice, different sensor nodes could have different initial energy supplies and/or play different roles in the network; consequently, some nodes may deplete their energy faster than the others. In such cases, the lifetime of the network becomes determined by the energy-bottleneck nodes who deplete their energy the fastest. To address this issue, the ideas of energy-balancing and lifetime-balancing have been proposed and energy-balancing and lifetime-balancing schemes have been developed for the MAC and routing layers of the WSN. However, there have been very few efforts on studying how to apply the idea to multiple layers of the WSN simultaneously and the effectiveness of such an integrated solution. To fill this gap, this thesis presents an integrated design, which includes lifetime-balancing schemes for the application, routing and MAC layers. Specifically, in the application layer where the sensing duty should be assigned to sensor nodes, we present a scheme in which leader nodes coordinate the sensing duty schedule among the sensor nodes based on their estimated nodal lifetime. In the routing layer, the routing metric is calculated based on both nodal lifetime and required end-to-end delay. In the MAC layer, we adopts the LB-MAC protocol, which balances nodal lifetime by adjusting the MAC parameters. Our design has been simulated in Network Simulator 2 (NS2) and compared with other solutions which do not apply lifetime-balancing idea or only applying the idea in some but not all of the three layers. The evaluation results have shown that our integrated design prolongs the network lifetime more effectively. Also, the integrated design achieves better performance in terms of data delivery ratio, end-to-end delay and wasted energy.</p>",,,Made available in DSpace on 2020-06-30T03:01:26Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/15103/,6110,8928932,https://doi.org/10.31274/etd-180810-4707,,,isulib-bepress-aws-west,,etd/15103,https://dr.lib.iastate.edu/handle/20.500.12876/29287,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/15103/Bai_iastate_0097M_15655.pdf|||Fri Jan 14 20:36:01 UTC 2022,,,Computer Sciences,,Computer Science,,,Integration of lifetime-balancing schemes in wireless sensor networks,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::120913::600,,,,Computer Science,,,thesis,,Master of Science,
c78d7f06-3a66-48e1-a752-6c6a16ab1760,20.500.12876/5,"Dickerson, Julie||Jannesari, Ali||Walley, Justin||Zhang, Wensheng","Fanijo, Samuel Olawale",,Department of Computer Science::virtual::244959::600,,,2024-06-05T22:03:36Z,2024-06-05T22:03:36Z,,2025-06-05T00:00:00Z,2024-05,2024-06-05T22:03:36Z,,"Aging in humans is characterized by the progressive deterioration of physical integrity and cellular functions, contributing to a myriad of age-related diseases such as cancer and several neurodegenerative diseases. Despite significant advancements in technology, the underlying mechanisms driving aging remain an open question. In this work, we characterize the epigenetic changes related to aging by employing transcriptomic and chromatin accessibility analyses.

Through the collection and analysis of samples from both young and aged humans, our research sheds light on the genetic changes and metabolic pathways implicated in the aging process. Leveraging next-generation sequencing technologies, we identify a set of hub genes that serve as potential targets for interventions aimed at modulating aging in humans.
By elucidating the biomarkers of aging, our research not only deepens our understanding of the aging process but also lays the foundation for the development of novel therapeutic strategies to enhance disease management in health systems.",,,"Made available in DSpace on 2024-06-05T22:03:36Z (GMT). No. of bitstreams: 1
Fanijo_iastate_0097M_21268.pdf: 3296418 bytes, checksum: 190d5edb058d925241634b5e7297c67c (MD5)
  Previous issue date: 2024-05",PDF,,,,https://doi.org/10.31274/td-20240617-150,0000-0003-4636-143,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/NveoLM3z,en,en,,,,,,,,,,,,,Computer science||Bioinformatics,,Aging||ATAC-seq||Bioinformatics||Computational Biology||Data Integration||RNA-Seq,,Integration of RNA-seq and ATAC-seq reveals novel age-related hub genes in humans,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244959::600,,,,,Computer science||Bioinformatics,Iowa State University,,thesis,,Master of Science
f117b226-38cf-4a6f-b154-2161024f019a,20.500.12876/5,Alexander Stoytchev,"Schenck, Connor",,Department of Computer Science::virtual::160419::600,,2018-07-21T23:30:12.000,2020-06-30T02:48:54Z,2020-06-30T02:48:54Z,Tue Jan 01 00:00:00 UTC 2013,7/30/2015,1/1/2013,,,"<p>Intelligence test scores have long been shown to correlate with a wide variety of other abilities. The goal of this thesis is to enable a robot to solve some of the common tasks from intelligence tests with the intent of improving its performance on other real-world tasks. In other words, the goal of this thesis is to make robots more intelligent. We used an upper-torso humanoid robot to solve three common perceptual reasoning tasks: the object pairing task, the order completion task, and the matrix completion task. Each task consisted of a set of objects arranged in a specific configuration. The robot's job was to select the correct solution from a set of candidate solutions.</p>
<p>To find the solution, the robot first performed a set of stereotyped exploratory behaviors on each object, while recording from its auditory, proprioceptive, and visual sensory modalities. It used this information to compute a set of similarity scores between every pair of objects. Given these similarity scores, the robot was able to deduce patterns in the arrangement of the objects, which enabled it to solve the given task. The robot repeated this process for all the tasks that we presented to it. We found that the robot was able to solve all the different types of tasks with a high degree of accuracy.</p>
<p>There have been previous computational solutions to tasks from intelligence tests, but no solutions thus far have used a robot. This thesis is the first work to attempt to solve tasks from intelligence tests using an embodied approach. We identified a framework for solving perceptual reasoning tasks, and we showed that it can be successfully used to solve a variety of such tasks. Due to the strong correlation between intelligence test scores and performance in real-world environments, this suggests that an embodied approach to learning can be very useful for solving a wide variety of tasks from real-world environments in addition to tasks from intelligence tests.</p>",,,Made available in DSpace on 2020-06-30T02:48:54Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/13321/,4328,4615820,,,,isulib-bepress-aws-west,,etd/13321,https://dr.lib.iastate.edu/handle/20.500.12876/27509,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/13321/Schenck_iastate_0097M_13664.pdf|||Fri Jan 14 19:50:03 UTC 2022,,,Artificial Intelligence and Robotics||Computer Sciences||Robotics,,Artificial Intelligence||Developmental Robotics||Machine Learning,,,Intelligence tests for robots: Solving perceptual reasoning tasks with a humanoid robot,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::160419::600,,,,,,,thesis,,Master of Science,
db8d854d-35b1-4ecf-bda3-9d4eaa6e751e,20.500.12876/5,Johnny S. K. Wong,"Helmer, Guy",,Department of Computer Science::virtual::111632::600,,2018-08-23T13:26:43.000,2020-06-30T07:20:07Z,2020-06-30T07:20:07Z,Sat Jan 01 00:00:00 UTC 2000,,1/1/2000,,,"<p>Intelligent mobile agent systems offer a new approach to implementing intrusion detection systems (IDS). The prototype intrusion detection system, MAIDS, demonstrates the benefits of an agent-based IDS, including distributing the computational effort, reducing the amount of information sent over the network, platform independence, asynchronous operation, and modularity offering ease of updates. Anomaly detection agents use machine learning techniques to detect intrusions; one such agent processes streams of system calls from privileged processes. Misuse detection agents match known problems and correlate events to detect intrusions. Agents report intrusions to other agents and to the system administrator through the graphical user interface (GUI);A sound basis has been created for the intrusion detection system. Intrusions have been modeled using the Software Fault Tree Analysis (SFTA) technique; when augmented with constraint nodes describing trust, contextual, and temporal relationships, the SFTA forms a basis for stating the requirements of the intrusion detection system. Colored Petri Nets (CPN) have been created to model the design of the Intrusion Detection System. Algorithmic transformations are used to create CPN templates from augmented SFT and to create implementation templates from CPNs. The implementation maintains the CPN semantics in the distributed agent-based intrusion detection system.</p>",,,Made available in DSpace on 2020-06-30T07:20:07Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/12328/,13327,6770146,https://doi.org/10.31274/rtd-180813-13598,,,isulib-bepress-aws-west,,rtd/12328,https://dr.lib.iastate.edu/handle/20.500.12876/65684,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/12328/r_9990452.pdf|||Fri Jan 14 19:18:48 UTC 2022,,,Computer Sciences,,Computer science,,,Intelligent multi-agent system for intrusion detection and countermeasures,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::111632::600,,,,,,,dissertation,,Doctor of Philosophy,
45f2b4e9-6f03-4f99-94b8-f2090a66ab4d,20.500.12876/5,Vasant G. Honavar,"Pathak, Jyotishman",,Department of Computer Science::virtual::145509::600,,2018-08-22T23:06:26.000,2020-06-30T07:45:39Z,2020-06-30T07:45:39Z,Mon Jan 01 00:00:00 UTC 2007,,1/1/2007,,,"<p>Recent advances in networks, information and computation grids, and WWW have resulted in the proliferation of physically distributed and autonomously developed software components and services. These developments allow us to rapidly build new value-added applications from existing ones in various domains such as e-Science, e-Business, and e-Government. Towards this end, this dissertation develops solutions for the following problems related to Web services and Service-Oriented Architectures: (1)  Web service composition. The ability to compose complex Web services from a multitude of available component services is one of the most important problems in service-oriented computing paradigm. In this dissertation, we propose a new framework for modeling complex Web services based on the techniques of abstraction, composition and reformulation. The approach allows service developers to specify an abstract and possibly incomplete specification of the composite (goal) service. This specification is used to select a set of suitable component services such that their composition realizes the desired goal. In the event that such a composition is unrealizable, the cause for the failure of composition is determined and is communicated to the developer thereby enabling further reformulation of the goal specification. This process can be iterated until a feasible composition is identified or the developer decides to abort. (2) Web service specification reformulation . In practice, often times the composite service specification provided by the service developers result in the failure of composition. Typically, handling such failure requires the developer to analyze the cause(s) of the failure and obtain an alternate composition specification that can be realized from the available services. To assist developers in such situations, we describe a technique which given the specification of a desired composite service with a certain functional behavior, automatically identifies alternate specifications with the same functional behavior. At its core, our technique relies on analyzing data and control dependencies of the composite service and generating alternate specifications on-the-fly without violating the dependencies. We present a novel data structure to record these dependencies, and devise algorithms for populating the data structure and for obtaining the alternatives. (3)  Web service substitution. The assembly of a composite service that satisfy a desired set of requirements is only the first step. Ensuring that the composite service, once assembled, can be successfully deployed presents additional challenges that need to be addressed. In particular, it is possible that one or more of the component services participating in a composition might become unavailable during deployment. Such circumstances warrant the unavailable service to be substituted by another without violating the functional and behavioral properties of the composition. To address this requirement, we introduce the notion of context-specific substitutability in Web services, where context refers to the overall functionality of the composition that is required to be  maintained after replacement of its constituents. Using the context  information, we investigate two variants of the substitution problem, namely environment-independent and environment-dependent, where environment refers to the constituents of a composition and show how the substitutability criteria can be relaxed within this model.;The work described above contributed to the design and implementation of MoSCoE---an open-source platform for modeling and executing complex Web services (http://www.moscoe.org).</p>",,,Made available in DSpace on 2020-06-30T07:45:39Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/15586/,16585,7037515,https://doi.org/10.31274/rtd-180813-16802,,,isulib-bepress-aws-west,,rtd/15586,https://dr.lib.iastate.edu/handle/20.500.12876/69233,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/15586/3289388.PDF|||Fri Jan 14 20:43:20 UTC 2022,,,Artificial Intelligence and Robotics||Computer Sciences,,Computer science,,,"Interactive and verifiable web services composition, specification reformulation and substitution",,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::145509::600,,,,,,,dissertation,,Doctor of Philosophy,
338dd4c0-d49c-4412-8c94-04c0bc488a01,20.500.12876/5,Myra B Cohen,"McDevitt, Mikaela",,Department of Computer Science::virtual::109911::600,,2020-09-23T19:13:00.000,2021-02-25T21:35:25Z,2021-02-25T21:35:25Z,Sat Aug 01 00:00:00 UTC 2020,2/28/2021,1/1/2020,,,"<p>Users of bioinformatics software tools range from bench scientists with little computational experience, to sophisticated developers.  As the number and types of tools available to this diverse set of users grow, they are also increasing in flexibility. The customization of these tools makes them highly-configurable — where the end user is provided with many customization (configuration) options.  At the same time, biologists and chemists are engineering living organisms by programming their DNA in a process that mimics software development.  As they share their designs and promote re-use, their programs are also emerging as highly-configurable.</p>
<p>As these bioscience systems become mainstream tools for the biology and bioinformatics communities, their dependability, reliability, and reproducibility becomes critical. Scientists are making decisions and drawing conclusions based on the software they use, and the constructs designed by synthetic biologists are being built into living organisms and used in the real world.  Yet there is little help guiding users of bioinformatics tools or those building new synthetic organisms.</p>
<p>As an end user equipped with minimal information, it is hard to predict the effect of changing a particular configuration option, yet the choice of configuration can lead to a large amount of variation in functionality and performance.  Even if the configuration options make sense to an expert user, understanding all options and their interactions is difficult or even impossible to compute due to the exponential number of combinations.  Similarly, synthetic biologists must choose how to combine small DNA segments.  However, there can be millions of ways to combine these pieces, and determining the architecture can require significant domain knowledge.</p>
<p>In this dissertation we address these challenges of interpreting the effects of configurability in two areas in the biosciences: (1) bioinformatics software, and (2) synthetic biology.  We highlight the challenges of configurability in these areas and provide approaches to help users navigate their configuration spaces leading to more interpretable configurable software in the biosciences.</p>
<p>First, we demonstrate there is variability in both the functional and performance outcomes of highly-configurable bioinformatics tools, and find previously undetected faults.  We discuss the implications of this variability, and provide suggestions for developers.  Second, we develop a user-oriented framework to identify the effect of changing configuration options in software, and communicate these effects to the end user in a simplistic format.  We demonstrate our framework in a large study and compare to a state of the art method for performance-influence modeling in software.</p>
<p>Last, we define a mapping of software product line engineering to the domain of synthetic biology resulting in organic software product lines.  We demonstrate the potential reuse and existence of both commonality and variability in an open source synthetic biology repository.   We build feature models for four commonly engineered biological functions and demonstrate how product line engineering can benefit synthetic biologists.</p>",,,Made available in DSpace on 2021-02-25T21:35:25Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/18184/,9191,19236756,https://doi.org/10.31274/etd-20200902-103,,,isulib-bepress-aws-west,,etd/18184,https://dr.lib.iastate.edu/handle/20.500.12876/94336,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/18184/McDevitt_iastate_0097E_18905.pdf|||Fri Jan 14 21:38:03 UTC 2022,,,,,Bioinformatics||Configurability||Interpretability||Software engineering,,,Interpretability of configurable software in the biosciences,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::109911::600,,,,Computer Science,,,dissertation,,Doctor of Philosophy,
dce62f99-1c8d-43a0-87fe-cc39e8aed965,20.500.12876/5,"Tavanapong, Wallapak||Zhang, Zhu||Li, Qi","Bang, Yun Qi",,Department of Computer Science::virtual::244896::600,,,2023-01-10T17:15:02Z,2023-01-10T17:15:02Z,,,2022-12,2023-01-10T17:15:02Z,,"Quantification learning is a relatively new deep learning task. Differing from a classic classification problem where the class of a single instance is predicted, a quantification model predicts the distribution of classes within a given set of instances. Quantification learning has applications in various domains. For example, in designing political campaign ads, it is important to know the proportion of different aspects voters care about. QuaNet is a recent deep learning quantification model that was shown to achieve good quantification performance. Like many deep learning models, there is no explanation about the contributions of different inputs QuaNet uses to predict a class distribution. In this study, we propose a method to provide such an explanation, which is important to increase users' trust in the model. Our method is the first work on interpreting deep learning quantification models.",,,"Made available in DSpace on 2023-01-10T17:15:02Z (GMT). No. of bitstreams: 1
Bang_iastate_0097M_20650.pdf: 907184 bytes, checksum: 3ef9e963306a434da4faab2814655d45 (MD5)
  Previous issue date: 2022-12",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/gwW7KdOw,en,en,,,,,,,,,,,,,Computer science,,Deep Learning||Interpretation,,Interpreting deep text quantification models,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244896::600,,,,,Computer science,Iowa State University,,thesis,,Master of Science
ce40032b-b738-4be7-b1cf-c0c993813d5e,20.500.12876/5,Johnny S. Wong,"Stanley, Fred",,Department of Computer Science::virtual::141329::600,,2018-08-11T08:01:03.000,2020-06-30T02:30:14Z,2020-06-30T02:30:14Z,Thu Jan 01 00:00:00 UTC 2009,6/5/2013,1/1/2009,,,"<p>This work focuses on Intrusion Detection System (IDS) and Intrusion Response System (IRS) model for system and network attacks. For decades, IDS has evolved tremendously and has become highly sophisticated. However, the response to an attack is still manually triggered by an administrator who relies on static mapping to counteract the intrusion. The speed of attack-spread and its increased complexities in recent years have shown that it is highly critical to develop an automatic IRS. Moreover, manual responses are not flexible and effective in distributed environment without infrastructure.</p>
<p>This work presents a cost based response model that is tightly coupled with multi-source IDS. It is a known fact that any system can be broken down into smaller granules of services and resources. A dependency graph is employed to describe the relations between services and resources in a system. This dependency graph is also used to propagate the total value of the system down to the service and resource levels. The damage cost of the intrusion and the response cost of the responses are evaluated using the dependency graph. Using several performance metrics, a response which brings the most benefit to the system is deployed.</p>
<p>We demonstrate the abilities of our model by using buffer overflow attack caused by a computer worm on Optimized Link State Routing (OLSR) protocol on a wireless ad-hoc network environment. Experimental results show that our model is effective and is highly practical.</p>",,,Made available in DSpace on 2020-06-30T02:30:14Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/10684/,1730,2806928,https://doi.org/10.31274/etd-180810-284,,,isulib-bepress-aws-west,,etd/10684,https://dr.lib.iastate.edu/handle/20.500.12876/24890,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/10684/Stanley_iastate_0097M_10522.pdf|||Fri Jan 14 18:25:53 UTC 2022,,,Computer Sciences,,Automated response model||Dependency graph||Generic response model||Intrusion detection and response||OLSR worm||snort,,,Intrusion detection and response for system and network attacks,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::141329::600,,,,,,,thesis,,Master of Science,
0974f8a9-0e29-4a42-902f-7fbf3922e8c9,20.500.12876/5,Guang Song,"Song, Jaekyun",,Department of Computer Science::virtual::76014::600,,2018-08-11T14:48:42.000,2020-06-30T03:06:37Z,2020-06-30T03:06:37Z,Fri Jan 01 00:00:00 UTC 2016,1/1/2001,1/1/2016,,,"<p>Classical normal mode analysis (CNMA) has been widely acknowledged as one of the most useful simulation tools for studying protein dynamics. CNMA uses a fine-grained all-atom model of proteins and a complex empirical potential. In addition, CNMA requires a structure that must be energetically minimized, which makes the method cumbersome to use, especially for large proteins. In contrast, elastic network models (ENM) use coarse-grained protein models and adopt a simplified potential function. ENM is much faster than CNMA but is less accurate. To take the advantages of both CNMA and ENM, the spring-based normal mode analysis (sbNMA) was developed. It uses a fine-grained all-atom model for proteins and an all-atom empirical force field to maintain accuracy while reducing the computing complexity by eliminating the minimization step. In the previous work on sbNMA, only the CHARMM force field was explored. In this work, we extend the analyses to AMBER, another widely-used force field. We investigate the dependence of sbNMA's performance on force fields. This work provides also insightful understandings of the differences between CHARMM and AMBER.</p>",,,Made available in DSpace on 2020-06-30T03:06:37Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/15812/,6819,11165373,https://doi.org/10.31274/etd-180810-5440,,,isulib-bepress-aws-west,,etd/15812,https://dr.lib.iastate.edu/handle/20.500.12876/29995,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/15812/Song_iastate_0097M_16009.pdf|||Fri Jan 14 20:47:04 UTC 2022,,,Bioinformatics||Biophysics||Computer Sciences,,AMBER||ENM||NMA||Normal mode analysis||sbNMA||Vibrational spectrum,,,Investigating the effects of different force fields on spring-based normal mode analysis,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::76014::600,,,,Computer Science,,,thesis,,Master of Science,
6735049d-dd47-4733-bf04-ea60fe328dfb,20.500.12876/5,Kelvin D. Nilsen,"Schmidt, William",,Department of Computer Science::virtual::85068::600,,2018-08-23T05:16:29.000,2020-06-30T07:04:24Z,2020-06-30T07:04:24Z,Wed Jan 01 00:00:00 UTC 1992,,1992,,,"<p>This dissertation proposes a new garbage-collected memory module architecture for hard real-time systems. The memory module is designed for compatibility with standard workstation architectures, and cooperates with standard cache consistency protocols. Processes read and write garbage-collected memory in the same manner as standard memory, with identical performance under most conditions. Occasional contention between user processes and the garbage collector results in delays to the user process of at most six memory cycles. Thus the proposed architecture guarantees real-time performance at fine granularity;This dissertation investigates the viability of the proposed architecture in two senses. First, it demonstrates that a fundamental component of the architecture, the object space manager, can be produced at a reasonable cost. Second, this dissertation reports the results of experiments that measure the performance of the proposed architecture under real workloads. Results of these experiments show that the architecture currently performs more slowly than traditional schemes; but this appears to be correctable by employing a more efficient function call mechanism that caches heap-allocated activation frames;Finally, this dissertation reports on some simple extensions to the C++ programming language to support slice objects. Slice objects, which are supported by the garbage collection architecture, are useful for implementing fragmentable arrays, i.e., arrays in which subarrays may be retained while unused elements become garbage and are collected. Experimental evidence demonstrates that slice objects can be used to implement strings more efficiently than at least some popular class libraries.[superscript]1 ftn[superscript]1This research was supported in part by NSF Grant MIP-9010412 and by a National Science Foundation Graduate Fellowship.</p>",,,Made available in DSpace on 2020-06-30T07:04:24Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/10388/,11387,6399896,https://doi.org/10.31274/rtd-180813-12020,,,isulib-bepress-aws-west,,rtd/10388,https://dr.lib.iastate.edu/handle/20.500.12876/63528,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/10388/r_9302016.pdf|||Fri Jan 14 18:19:45 UTC 2022,,,Computer Sciences,,Computer science,,,Issues in the design and implementation of a real-time garbage collection architecture,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::85068::600,,,,,,,dissertation,,Doctor of Philosophy,
6826c485-b69e-4b0a-8f1a-c3f9b871c3f0,20.500.12876/5,Hridesh Rajan,"Maddox, Jackson",,Department of Computer Science::virtual::153920::600,,2018-09-13T06:21:03.000,2020-06-30T03:12:28Z,2020-06-30T03:12:28Z,Wed Aug 01 00:00:00 UTC 2018,1/1/2001,1/1/2018,,,"<p>A majority of modern software is constructed using languages that compute by producing side-effects such as reading/writing from/to files, throwing exceptions, acquiring locks, etc. To understand a piece of software, e.g. a class, it is important for a developer to understand its side-effects. Similarly, to replace a class with another, it is important to understand whether the replacement is a safe substitution for the former in terms of its behavior, a property known as substitutability, because mismatch may lead to bugs. The problem is especially severe for superclass-subclass pairs since at runtime an instance of the subclass may be used in the client code where a superclass is mentioned. Despite the importance of this property, we do not yet know whether substitutability w.r.t. effects between subclass and superclass is preserved in the wild, and if not what sorts of substitutability violations are common and what is the impact of such violations. This thesis conducts a large scale study on over 20 million Java classes, in order to compare the effects of the methods of subclasses and superclasses in practice. Our comprehensive study considers the exception, synchronization, I/O, and method call effects. It reveals several interesting findings and provides useful guidance for bug detection, testing, and code smell detection tool design.</p>",,,Made available in DSpace on 2020-06-30T03:12:28Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/16630/,7637,12816761,,,,isulib-bepress-aws-west,,etd/16630,https://dr.lib.iastate.edu/handle/20.500.12876/30813,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/16630/Maddox_iastate_0097M_17528.pdf|||Fri Jan 14 21:03:27 UTC 2022,,,Computer Sciences,,,,,Large-scale study of substitutability in the presence of effects,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::153920::600,,,,Computer Science,,,thesis,,Master of Science,
407d86ed-de2a-4d16-b26a-5032f646bc91,20.500.12876/5,"Lutz, Robyn R||Basu, Samik||Miner, Andrew||Rajan, Hridesh||Dorman, Karin","Khoshmanesh, Seyedehzahra",,Department of Computer Science::virtual::244757::600,,,2022-11-09T02:24:31Z,2022-11-09T02:24:31Z,,,2021-08,2022-11-09T02:24:31Z,,"Developers of software product lines and highly configurable systems reuse and combine features (units of functionality) to build new or customize existing products. However, features can interact in ways that are contrary to developers' intent. Predicting whether a new combination of features will produce an unwanted or even hazardous feature interaction is a continuing challenge. Current techniques to detect unwanted feature interactions are costly, slow, and inadequate. In this thesis, we investigate how to detect unwanted feature interactions early in development and that are scalable to large software product lines or highly configurable systems. 
First, we propose a similarity-based method to identify unwanted feature interactions much earlier in the development process for early detection. It uses knowledge of prior feature interactions stored with the software product line's feature model to help find unwanted interactions between a new feature and existing features. Results show that the approach performs well, with 83% accuracy and 60% to 100% coverage of feature interactions in experiments, and scales to a large number of features.
Moreover, to learn and automate the detection, we show how detecting unwanted feature interactions can be effectively represented as a link prediction problem. We investigate six link-based similarity metrics and evaluate our approach on a software product line benchmark. Results show that the best machine learning algorithms achieve an accuracy of 0.75 to 1 for classifying feature interactions.

Finally, we develop a new approach based on program analysis that extracts feature-relevant learning models from the source code to obtain more semantic details of unwanted feature interactions. The method is capable of learning feature interactions whether constraints on feature combinations are specified or not. If specifications of feature constraints are unavailable, as is common in real-world systems, our approach infers the constraints using feature-related data-flow dependency information. Experimental evaluation on three software product line benchmarks and a highly configurable system shows that this approach is fast and effective.
The contribution is to support developers by automatically detecting those feature combinations in a new product or version that can interact in unwanted or unrecognized ways. This enables a better understanding of hidden interactions and identifies software components that should be tested together because their features interact in some configurations.",,,"Made available in DSpace on 2022-11-09T02:24:31Z (GMT). No. of bitstreams: 1
Khoshmanesh_iastate_0097E_19558.pdf: 2114111 bytes, checksum: 2faf2df023c4d8abf83001acb373694a (MD5)
  Previous issue date: 2021-08",PDF,,,,https://doi.org/10.31274/td-20240329-469,0000-0002-7449-546X,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/8zn7VDnw,en,en,,,,,,,,,,,,,Computer science,,Feature Interaction||Highly Configurable Systems||Machine Learning||Program Analysis||Software Product Lines||Symbolic Execution Tree,,Learning feature interactions with and without specifications,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244757::600,,,,,Computer science,Iowa State University,,dissertation,,Doctor of Philosophy
